Male,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,Citizen,Income,Approved,Probs,Class
1,2.111650818,2.762312716,-0.542949964,-0.559498905,-0.630113717,-2.032176609,3.820651917,0.954650376,1.157144352,3.004476946,-0.31717105,-0.195413339,0,0.101071729,0
1,2.182568731,0.752082484,-0.542949964,-0.559498905,-0.39661293,-0.836438809,1.428369995,0.954650376,1.157144352,0.123471655,-0.31717105,-0.195413339,0,0.152881457,0
1,0.887472571,-0.747549269,-0.542949964,-0.559498905,1.471393362,0.757878258,0.830299514,0.954650376,1.157144352,0.740829932,-0.31717105,1.725327006,0,0.109813065,0
1,-0.195714112,2.0165173,-0.542949964,-0.559498905,-1.330616076,0.757878258,0.842260924,0.954650376,1.157144352,0.53504384,-0.31717105,-0.195413339,0,0.134397311,0
1,0.880718485,1.011402184,-0.542949964,-0.559498905,1.704894149,-0.836438809,1.715443825,0.954650376,1.157144352,1.152402116,-0.31717105,-0.195413339,0,0.120040394,0
1,1.51391413,0.568146418,-0.542949964,-0.559498905,0.070388643,-2.032176609,1.60330561,0.954650376,1.157144352,2.592904762,-0.31717105,0.764956834,0,0.117262408,0
0,0.437481533,0.073629781,-0.542949964,-0.559498905,-0.39661293,0.757878258,0.830299514,0.954650376,-0.864196415,-0.493886621,-0.31717105,0.572882799,0,0.319980675,0
0,-0.758836106,1.204384286,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.540777062,0.954650376,1.157144352,0.53504384,-0.31717105,-0.08785188,0,0.122513183,0
1,-0.315599154,-0.655078678,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.066806206,0.954650376,1.157144352,1.769760393,-0.31717105,-0.188690748,0,0.130110701,0
1,-0.364566284,-0.637991722,-0.542949964,-0.559498905,-0.863614503,-0.836438809,-0.116147021,0.954650376,1.157144352,1.975546485,-0.31717105,-0.058464552,0,0.146666974,0
0,-0.723377149,1.405407309,-0.542949964,-0.559498905,1.704894149,-0.836438809,-0.515359067,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.089580546,0,0.129590036,0
1,-0.322353241,-0.839014745,1.783978455,1.794490392,-0.863614503,0.757878258,-0.590117877,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.099376322,0,0.244326831,0
1,1.942798646,0.93601855,-0.542949964,-0.559498905,-0.163112144,-1.235018076,3.645716301,0.954650376,1.157144352,1.769760393,-0.31717105,-0.137791129,0,0.108522582,0
1,0.219662231,0.88676791,-0.542949964,-0.559498905,-1.09711529,0.757878258,0.680781894,0.954650376,1.157144352,1.975546485,-0.31717105,-0.152964977,0,0.130181817,0
1,-0.22357472,2.058732135,-0.542949964,-0.559498905,-1.09711529,-0.836438809,0.93047632,0.954650376,1.157144352,1.769760393,-0.31717105,0.243091682,0,0.123695055,0
1,-0.160255156,-0.672165635,-0.542949964,-0.559498905,1.471393362,-0.836438809,-0.440600256,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.176205936,0,0.160889509,0
1,0.676407356,1.840622155,-0.542949964,-0.559498905,1.471393362,0.757878258,1.91430226,0.954650376,1.157144352,0.740829932,-0.31717105,-0.195413339,0,0.111769133,0
1,2.098142645,4.672031437,1.783978455,1.794490392,-1.09711529,0.757878258,7.85762766,0.954650376,1.157144352,7.737557067,-0.31717105,-0.192532229,0,0.067650406,0
1,1.921692125,0.400292193,-0.542949964,-0.559498905,-1.09711529,-0.836438809,0.120090819,0.954650376,1.157144352,1.769760393,-0.31717105,-0.140864313,0,0.161780198,0
0,0.796292399,-0.546526246,1.783978455,1.794490392,1.004391789,-0.836438809,-0.627497282,0.954650376,1.157144352,4.239193499,-0.31717105,0.041990168,0,0.178310772,0
1,0.029703538,-0.06005053,-0.542949964,-0.559498905,-0.863614503,-0.836438809,1.141296164,0.954650376,1.157144352,0.123471655,-0.31717105,-0.137791129,0,0.145278784,0
1,0.838505442,-0.647037758,-0.542949964,-0.559498905,0.070388643,-2.032176609,0.381746654,-1.047503908,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.953561914,1
1,-0.64570515,-0.822932903,-0.542949964,-0.559498905,-1.09711529,0.757878258,-0.615535872,-1.047503908,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.952678933,1
0,-0.491205413,-0.856101702,-0.542949964,-0.559498905,-1.09711529,-0.836438809,-0.403220851,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.388182971,0
1,-0.470098891,-0.75559019,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.141565016,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.377314948,0
1,0.494047011,-0.546526246,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.652915277,0.954650376,-0.864196415,-0.493886621,-0.31717105,0.918616061,0,0.368122358,0
1,0.282981796,-0.454055655,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.664876687,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.156998532,0,0.395004679,0
1,0.226416318,-0.353544144,-0.542949964,-0.559498905,-0.863614503,-0.836438809,1.55246962,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.371070349,0
1,-0.695516541,1.380279432,1.783978455,1.794490392,1.471393362,0.757878258,-0.415182261,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.137791129,0,0.481491331,0
1,-0.709024715,-0.956613213,-0.542949964,-0.559498905,-0.863614503,0.757878258,-0.639458691,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.409222421,0
1,1.077431265,-0.856101702,-0.542949964,-0.559498905,0.070388643,-0.836438809,0.830299514,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.396686837,0
1,0.304088317,-0.052009609,-0.542949964,-0.559498905,1.704894149,-0.836438809,1.054575945,-1.047503908,-0.864196415,-0.493886621,3.270501482,-0.195413339,0,0.915963114,1
1,0.986251092,-0.353544144,-0.542949964,-0.559498905,1.004391789,-0.836438809,1.129334755,0.954650376,1.157144352,1.769760393,-0.31717105,-0.195413339,0,0.131235012,0
1,2.126003253,1.505918821,-0.542949964,-0.559498905,0.770891003,0.757878258,-0.291082636,0.954650376,1.157144352,0.329257748,-0.31717105,-0.195413339,0,0.160357602,0
1,0.008597016,2.292923957,-0.542949964,-0.559498905,-0.630113717,0.757878258,0.232229034,0.954650376,1.157144352,1.358188209,-0.31717105,-0.055199294,0,0.13169401,0
0,-0.687918193,-0.797805025,1.783978455,1.794490392,1.004391789,0.757878258,-0.216323826,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.118583725,0,0.194759484,0
0,-0.941196451,-0.788758989,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.190905831,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.195413339,0,0.129580706,0
1,-0.413533414,-0.102265365,-0.542949964,-0.559498905,-0.863614503,0.757878258,0.617984494,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.195413339,0,0.146500039,0
1,0.219662231,-0.647037758,-0.542949964,-0.559498905,-0.863614503,0.757878258,-0.204362417,0.954650376,1.157144352,-0.288100529,-0.31717105,9.408288387,0,0.060049568,0
0,0.374161969,-0.75559019,-0.542949964,-0.559498905,-1.09711529,0.757878258,-0.066806206,0.954650376,1.157144352,1.769760393,-0.31717105,-0.107827579,0,0.130960702,0
1,-0.512311934,-0.88122958,-0.542949964,-0.559498905,0.770891003,0.757878258,-0.590117877,0.954650376,1.157144352,0.123471655,-0.31717105,2.706441174,0,0.114270276,0
1,-1.025622537,0.350036438,-0.542949964,-0.559498905,1.471393362,-0.836438809,-0.228285236,0.954650376,1.157144352,0.946616024,-0.31717105,0.371973359,0,0.130075773,0
1,0.304088317,4.094090245,-0.542949964,-0.559498905,1.704894149,-0.836438809,-0.178944421,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.099376322,0,0.142422365,0
1,0.064318233,0.551059461,-0.542949964,-0.559498905,-0.39661293,-2.032176609,-0.190905831,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.328761053,0
1,0.275383448,-0.15252112,-0.542949964,-0.559498905,-0.630113717,-2.032176609,3.073063816,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.337078608,0
0,0.59198127,0.048501903,-0.542949964,-0.559498905,-0.863614503,0.757878258,3.372099056,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.281685679,0
1,1.070677178,-0.856101702,-0.542949964,-0.559498905,0.770891003,0.757878258,2.549752146,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.248850084,0
1,1.119644308,0.450547949,1.783978455,1.794490392,-1.09711529,0.757878258,-0.178944421,-1.047503908,-0.864196415,-0.493886621,-0.31717105,-0.195029191,1,0.971052398,1
1,-0.92008993,0.106798579,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.552738472,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.195413339,1,0.149145996,0
1,0.212063883,0.350036438,-0.542949964,-0.559498905,-1.330616076,0.757878258,-0.627497282,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.419288977,0
0,-1.046729059,-0.839014745,1.783978455,1.794490392,-1.330616076,0.757878258,-0.489941071,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.490133539,0
1,-0.835663844,-0.722421391,1.783978455,1.794490392,0.537390216,0.757878258,0.082711414,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.191571858,1,0.217298556,0
1,-0.850016278,1.003361263,-0.542949964,-0.559498905,-1.09711529,0.757878258,-0.590117877,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.396347614,0
1,1.520668216,2.862824228,-0.542949964,-0.559498905,-0.163112144,-1.235018076,-0.664876687,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.195413339,1,0.179002928,0
0,-0.329107328,-0.655078678,-0.542949964,-0.559498905,0.770891003,0.757878258,-0.066806206,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.264618935,0
1,0.697513878,-0.856101702,-0.542949964,-0.559498905,0.770891003,0.757878258,-0.590117877,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.32049959,0
0,0,-0.253032632,-0.542949964,-0.559498905,-0.630113717,0.757878258,0.232229034,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.354633793,0
1,-0.364566284,-0.830973824,-0.542949964,-0.559498905,-1.330616076,0.757878258,-0.528815652,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.415294602,0
1,0.472940489,-0.15252112,-0.542949964,-0.559498905,-1.09711529,-2.032176609,0.830299514,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.318125039,0
1,0,-0.88122958,-0.542949964,-0.559498905,-0.630113717,0.757878258,-0.403220851,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.320303332,0
1,-0.4979595,-0.512352332,1.783978455,1.794490392,-1.330616076,0.757878258,0.531264274,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.501105479,1
1,0.205309797,-0.052009609,-0.542949964,-0.559498905,-1.330616076,0.757878258,-0.365841446,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.414056368,0
0,1.471701087,-0.655078678,-0.542949964,-0.559498905,0.303889429,-0.437859542,-0.664876687,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.19022734,1,0.403791292,0
1,2.611453248,1.606430333,1.783978455,1.794490392,-1.09711529,-0.836438809,0.830299514,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.537865973,1
1,-0.012509505,2.159243647,-0.542949964,-0.559498905,-1.09711529,0.757878258,-0.515359067,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.399205651,0
1,0,0.048501903,1.783978455,1.794490392,-1.330616076,0.757878258,1.876922855,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.464821916,0
1,1.752839953,-0.680206556,1.783978455,1.794490392,-1.09711529,-0.836438809,2.163996686,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.176205936,1,0.499103963,0
1,-0.237927155,-0.655078678,1.783978455,1.794490392,-1.09711529,0.757878258,-0.216323826,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.152196681,1,0.524350882,1
0,-0.25227959,-0.244991711,-0.542949964,-0.559498905,0.070388643,-2.032176609,-0.515359067,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.389580839,0
1,-0.723377149,-0.830973824,1.783978455,1.794490392,-1.330616076,0.757878258,-0.627497282,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195221265,1,0.534343557,1
1,0,-0.856101702,-0.542949964,-0.559498905,-1.09711529,-2.032176609,-0.415182261,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.348893134,0
0,-0.765590192,1.254640042,1.783978455,1.794490392,1.004391789,0.757878258,0.232229034,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.43381084,0
0,-0.259033676,-0.75559019,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.365841446,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.099376322,1,0.133707439,0
1,0.500801098,-0.604822923,1.783978455,1.794490392,-1.09711529,-2.032176609,-0.590117877,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.118583725,1,0.57150094,1
1,0.310842404,2.36026667,1.783978455,1.794490392,-1.09711529,0.757878258,0.531264274,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.492423852,0
1,-1.088942102,0.048501903,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.552738472,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.188114526,1,0.146259251,0
1,-0.554524977,1.455663065,-0.542949964,-0.559498905,0.537390216,0.757878258,0.007952604,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.194452969,1,0.140234804,0
1,-0.315599154,-0.15252112,1.783978455,1.794490392,0.070388643,-0.836438809,1.054575945,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.195413339,1,0.212132449,0
1,1.963905168,2.159243647,-0.542949964,-0.559498905,-0.39661293,1.156457525,-0.664876687,0.954650376,1.157144352,3.621835223,-0.31717105,-0.170443715,1,0.139658552,0
1,-0.237927155,-0.722421391,-0.542949964,-0.559498905,0.537390216,0.757878258,-0.515359067,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,1,0.308024717,0
0,-0.554524977,1.254640042,1.783978455,1.794490392,-1.330616076,0.757878258,0.680781894,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.449409898,0
1,0.789538312,-0.504311411,1.783978455,1.794490392,1.704894149,-0.836438809,2.325475716,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.448214516,0
0,-0.997761929,-0.805845946,-0.542949964,-0.559498905,-1.09711529,0.757878258,-0.427143671,0.954650376,1.157144352,0.53504384,-0.31717105,-0.194452969,1,0.137127319,0
1,-0.202468199,-0.253032632,-0.542949964,-0.559498905,1.471393362,0.757878258,0.381746654,0.954650376,1.157144352,0.123471655,-0.31717105,-0.195413339,1,0.136017621,0
0,-0.59673802,-0.747549269,1.783978455,1.794490392,-0.163112144,-1.235018076,-0.515359067,0.954650376,1.157144352,0.123471655,-0.31717105,-0.167178456,1,0.221206597,0
1,-0.589983934,1.556174577,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.403220851,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,1,0.364424573,0
0,0.184203275,-0.805845946,-0.542949964,-0.559498905,0.537390216,-2.032176609,-0.365841446,0.954650376,1.157144352,0.123471655,-0.31717105,-0.195413339,1,0.152498205,0
1,-0.92008993,-0.705334434,1.783978455,1.794490392,-1.09711529,-0.836438809,-0.253703231,0.954650376,1.157144352,0.123471655,-0.31717105,-0.155077792,1,0.241609492,0
0,-0.519066021,-0.730462312,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.279121227,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.195413339,1,0.131957569,0
1,0.521907619,0.450547949,-0.542949964,-0.559498905,1.004391789,-0.836438809,2.774028576,0.954650376,1.157144352,0.946616024,-0.31717105,-0.194452969,1,0.110922056,0
1,1.767192388,0.350036438,-0.542949964,-0.559498905,0.537390216,0.757878258,1.216054974,0.954650376,1.157144352,2.592904762,-0.31717105,1.956199996,0,0.09792563,0
1,2.217183426,0.45858887,-0.542949964,-0.559498905,0.770891003,0.757878258,3.521616676,0.954650376,1.157144352,0.740829932,-0.31717105,0.060429275,0,0.105561545,0
0,-0.913335843,1.120959732,-0.542949964,-0.559498905,-0.863614503,-0.836438809,-0.564699881,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.185809637,0,0.14637797,0
1,0.705112226,0.291739761,-0.542949964,-0.559498905,1.004391789,0.757878258,-0.652915277,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.137791129,0,0.161981417,0
1,-0.4979595,1.556174577,-0.542949964,-0.559498905,-0.863614503,0.757878258,-0.303044046,0.954650376,1.157144352,13.29378156,-0.31717105,-0.145858238,0,0.069670886,0
0,-0.575631499,1.556174577,-0.542949964,-0.559498905,-1.330616076,0.757878258,-0.216323826,0.954650376,1.157144352,1.975546485,-0.31717105,-0.086507361,0,0.119675155,0
0,1.063923091,0.383205236,-0.542949964,-0.559498905,1.004391789,0.757878258,1.54050821,0.954650376,1.157144352,0.123471655,-0.31717105,-0.195413339,0,0.114223656,0
0,-0.681164106,0.852593996,-0.542949964,-0.559498905,1.004391789,0.757878258,1.876922855,0.954650376,1.157144352,0.53504384,-0.31717105,-0.195413339,0,0.096934238,0
1,0.282981796,0.048501903,-0.542949964,-0.559498905,1.704894149,-0.836438809,1.577887615,0.954650376,1.157144352,0.740829932,-0.31717105,-0.003339305,0,0.121010376,0
1,1.359414392,-0.454055655,-0.542949964,-0.559498905,0.770891003,-2.032176609,0.082711414,0.954650376,1.157144352,1.975546485,-0.31717105,0.286692488,0,0.147496696,0
1,-0.744483671,1.254640042,-0.542949964,-0.559498905,1.004391789,0.757878258,0.082711414,0.954650376,1.157144352,0.946616024,-0.31717105,-0.040025445,0,0.126208657,0
1,0.240768753,-0.102265365,-0.542949964,-0.559498905,0.070388643,-2.032176609,0.306987844,0.954650376,1.157144352,-0.082314437,-0.31717105,-0.078248178,0,0.161356211,0
0,-0.265787763,-0.253032632,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.415182261,0.954650376,-0.864196415,-0.493886621,3.270501482,-0.195413339,0,0.265398418,0
1,3.054690199,0.149013414,-0.542949964,-0.559498905,-0.39661293,1.156457525,3.222581436,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.195413339,0,0.129118788,0
1,-0.941196451,-0.587735966,-0.542949964,-0.559498905,-1.09711529,0.757878258,0.007952604,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.166602234,0,0.15425296,0
0,1.338307871,0.651570972,-0.542949964,-0.559498905,-0.39661293,-2.032176609,1.278852375,0.954650376,1.157144352,0.740829932,-0.31717105,9.619569825,0,0.045575538,0
1,0.39526849,0.048501903,-0.542949964,-0.559498905,-1.09711529,-2.032176609,0.082711414,0.954650376,1.157144352,0.740829932,-0.31717105,-0.124922168,0,0.166314925,0
1,0.093023102,0.149013414,-0.542949964,-0.559498905,1.004391789,-0.836438809,0.979817135,0.954650376,1.157144352,1.975546485,-0.31717105,-0.003339305,0,0.121896814,0
1,1.43624213,0.350036438,-0.542949964,-0.559498905,1.004391789,-0.836438809,1.129334755,0.954650376,-0.864196415,-0.493886621,-0.31717105,-0.195413339,0,0.376171452,0
1,0.705112226,-0.848060781,1.783978455,1.794490392,-1.330616076,0.757878258,-0.515359067,0.954650376,1.157144352,0.123471655,-0.31717105,-0.003339305,0,0.253454216,0
1,0.16985084,-0.403799899,-0.542949964,-0.559498905,0.770891003,0.757878258,0.606023084,0.954650376,1.157144352,0.740829932,-0.31717105,-0.195413339,0,0.134876536,0
0,-1.075433928,0.953105507,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.178944421,0.954650376,1.157144352,0.740829932,-0.31717105,-0.080168918,0,0.113053561,0
0,-0.392426892,1.7571976,-0.542949964,-0.559498905,1.004391789,-0.836438809,0.830299514,0.954650376,1.157144352,-0.082314437,-0.31717105,0.764956834,0,0.106722134,0
0,-0.02686194,-0.202776876,-0.542949964,-0.559498905,-0.863614503,-0.836438809,-0.477979662,0.954650376,1.157144352,1.358188209,-0.31717105,-0.195413339,0,0.142651469,0
0,2.104896732,2.259755158,-0.542949964,-0.559498905,0.303889429,-1.235018076,-0.664876687,0.954650376,1.157144352,2.592904762,-0.31717105,-0.147971053,0,0.13836599,0
1,0.965144571,-0.898316537,1.783978455,1.794490392,-0.863614503,-0.836438809,-0.141565016,0.954650376,1.157144352,1.152402116,-0.31717105,-0.123385576,0,0.24584132,0
1,-0.779942627,1.254640042,-0.542949964,-0.559498905,1.471393362,0.757878258,-0.066806206,0.954650376,1.157144352,-0.288100529,-0.31717105,-0.142016757,0,0.136190297,0
1,-0.364566284,-0.62190988,-0.542949964,-0.559498905,-0.863614503,-0.836438809,0.85571751,0.954650376,1.157144352,1.358188209,-0.31717105,-0.036568112,0,0.137057807,0
1,0.106531276,-0.454055655,-0.542949964,-0.559498905,-0.863614503,-0.836438809,0.157470224,0.954650376,1.157144352,0.740829932,-0.31717105,0.20256406,0,0.151806036,0
1,-0.702270628,-0.655078678,-0.542949964,-0.559498905,1.004391789,0.757878258,0.045332009,0.954650376,1.157144352,0.123471655,-0.31717105,-0.083626251,0,0.139354979,0
0,0.739726921,0.559100382,1.783978455,1.794490392,1.004391789,-0.836438809,1.727405235,0.954650376,1.157144352,2.38711867,-0.31717105,0.24635694,0,0.148776583,0
0,-0.090181504,0.350036438,-0.542949964,-0.559498905,-1.09711529,-2.032176609,0.531264274,0.954650376,1.157144352,0.946616024,-0.31717105,0.393293577,0,0.12801065,0
0,1.795052996,2.058732135,-0.542949964,-0.559498905,-1.09711529,0.757878258,0.979817135,0.954650376,1.157144352,2.38711867,-0.31717105,0.227149537,0,0.110672184,0
0,1.274988306,-0.864142623,-0.542949964,-0.559498905,-0.863614503,-0.836438809,-0.540777062,0.954650376,1.157144352,1.769760393,-0.31717105,-0.194260895,0,0.152094794,0
0,2.259396469,1.053617019,-0.542949964,-0.559498905,1.004391789,0.757878258,0.531264274,0.954650376,1.157144352,2.38711867,-0.31717105,0.112289264,0,0.113322733,0
